index,cond,elev,hum,lat,lng,loc,pres,temp,time
15114,Clear,16.1377887726,0.89,31.230416,121.473701,"Shanghai,China",1000.0,57.0,1447927200
15115,Clear,16.1377887726,0.82,31.230416,121.473701,"Shanghai,China",1000.0,57.41,1447930800
15116,Overcast,16.1377887726,0.88,31.230416,121.473701,"Shanghai,China",1023.98,56.03,1447934400
15117,Clear,16.1377887726,0.78,31.230416,121.473701,"Shanghai,China",1000.0,57.0,1447938000
15118,Clear,16.1377887726,0.77,31.230416,121.473701,"Shanghai,China",1000.0,57.41,1447941600
15119,Clear,16.1377887726,0.8,31.230416,121.473701,"Shanghai,China",1023.49,56.84,1447945200
15120,Clear,16.1377887726,0.66,31.230416,121.473701,"Shanghai,China",1000.0,41.0,1448467200
15121,Clear,16.1377887726,0.66,31.230416,121.473701,"Shanghai,China",1000.0,39.0,1448470800
15122,Clear,16.1377887726,0.66,31.230416,121.473701,"Shanghai,China",1026.55,38.76,1448474400
15123,Breezy,16.1377887726,0.64,31.230416,121.473701,"Shanghai,China",1000.0,39.0,1448478000
15124,Breezy,16.1377887726,0.67,31.230416,121.473701,"Shanghai,China",1000.0,37.0,1448481600
15125,Clear,16.1377887726,0.64,31.230416,121.473701,"Shanghai,China",1026.73,36.21,1448485200
15126,Clear,16.1377887726,0.68,31.230416,121.473701,"Shanghai,China",1000.0,34.41,1448488800
15127,Clear,16.1377887726,0.68,31.230416,121.473701,"Shanghai,China",1000.0,34.41,1448492400
15128,Partly Cloudy,16.1377887726,0.65,31.230416,121.473701,"Shanghai,China",1028.84,35.57,1448496000
15129,Breezy,16.1377887726,0.6,31.230416,121.473701,"Shanghai,China",1000.0,37.41,1448499600
15130,Breezy,16.1377887726,0.56,31.230416,121.473701,"Shanghai,China",1000.0,39.0,1448503200
15131,Partly Cloudy,16.1377887726,0.52,31.230416,121.473701,"Shanghai,China",1029.8,38.72,1448506800
15132,Breezy,16.1377887726,0.47,31.230416,121.473701,"Shanghai,China",1000.0,41.0,1448510400
15133,Clear,16.1377887726,0.43,31.230416,121.473701,"Shanghai,China",1000.0,41.41,1448514000
15134,Breezy and Partly Cloudy,16.1377887726,0.42,31.230416,121.473701,"Shanghai,China",1028.23,40.86,1448517600
15135,Clear,16.1377887726,0.39,31.230416,121.473701,"Shanghai,China",1000.0,41.0,1448521200
15136,Breezy,16.1377887726,0.41,31.230416,121.473701,"Shanghai,China",1000.0,39.0,1448524800
15137,Partly Cloudy,16.1377887726,0.46,31.230416,121.473701,"Shanghai,China",1029.25,36.71,1448528400
15138,Clear,16.1377887726,0.46,31.230416,121.473701,"Shanghai,China",1000.0,36.8,1448532000
15139,Clear,16.1377887726,0.47,31.230416,121.473701,"Shanghai,China",1000.0,36.0,1448535600
15140,Partly Cloudy,16.1377887726,0.53,31.230416,121.473701,"Shanghai,China",1031.41,34.02,1448539200
15141,Clear,16.1377887726,0.53,31.230416,121.473701,"Shanghai,China",1000.0,34.0,1448542800
15142,Clear,16.1377887726,0.61,31.230416,121.473701,"Shanghai,China",1000.0,32.41,1448546400
15143,Clear,16.1377887726,0.6,31.230416,121.473701,"Shanghai,China",1032.05,31.75,1448550000
15144,Clear,16.1377887726,0.5,31.230416,121.473701,"Shanghai,China",1000.0,45.8,1449072000
15145,Clear,16.1377887726,0.53,31.230416,121.473701,"Shanghai,China",1000.0,44.59,1449075600
15146,Clear,16.1377887726,0.56,31.230416,121.473701,"Shanghai,China",1024.93,43.06,1449079200
15147,Clear,16.1377887726,0.55,31.230416,121.473701,"Shanghai,China",1000.0,43.0,1449082800
15148,Clear,16.1377887726,0.65,31.230416,121.473701,"Shanghai,China",1000.0,41.0,1449086400
15149,Clear,16.1377887726,0.64,31.230416,121.473701,"Shanghai,China",1024.55,40.88,1449090000
15150,Clear,16.1377887726,0.75,31.230416,121.473701,"Shanghai,China",1000.0,39.0,1449093600
15151,Clear,16.1377887726,0.7,31.230416,121.473701,"Shanghai,China",1000.0,42.59,1449097200
15152,Clear,16.1377887726,0.61,31.230416,121.473701,"Shanghai,China",1025.67,46.34,1449100800
15153,Clear,16.1377887726,0.53,31.230416,121.473701,"Shanghai,China",1000.0,50.0,1449104400
15154,Clear,16.1377887726,0.39,31.230416,121.473701,"Shanghai,China",1000.0,54.0,1449108000
15155,Clear,16.1377887726,0.28,31.230416,121.473701,"Shanghai,China",1024.97,54.1,1449111600
15156,Breezy,16.1377887726,0.28,31.230416,121.473701,"Shanghai,China",1000.0,55.41,1449115200
15157,Clear,16.1377887726,0.28,31.230416,121.473701,"Shanghai,China",1000.0,55.41,1449118800
15158,Clear,16.1377887726,0.25,31.230416,121.473701,"Shanghai,China",1023.03,54.78,1449122400
15159,Clear,16.1377887726,0.23,31.230416,121.473701,"Shanghai,China",1000.0,55.0,1449126000
15160,Clear,16.1377887726,0.24,31.230416,121.473701,"Shanghai,China",1000.0,53.59,1449129600
15161,Partly Cloudy,16.1377887726,0.29,31.230416,121.473701,"Shanghai,China",1025.29,49.89,1449133200
15162,Clear,16.1377887726,0.31,31.230416,121.473701,"Shanghai,China",1000.0,48.0,1449136800
15163,Clear,16.1377887726,0.41,31.230416,121.473701,"Shanghai,China",1000.0,45.8,1449140400
15164,Clear,16.1377887726,0.44,31.230416,121.473701,"Shanghai,China",1027.65,44.93,1449144000
15165,Clear,16.1377887726,0.43,31.230416,121.473701,"Shanghai,China",1000.0,44.59,1449147600
15166,Clear,16.1377887726,0.46,31.230416,121.473701,"Shanghai,China",1000.0,43.0,1449151200
15167,Clear,16.1377887726,0.46,31.230416,121.473701,"Shanghai,China",1029.21,42.71,1449154800
15168,Foggy,16.1377887726,0.99,31.230416,121.473701,"Shanghai,China",1000.0,55.41,1449676800
15169,Foggy,16.1377887726,1.0,31.230416,121.473701,"Shanghai,China",1000.0,55.0,1449680400
15170,Foggy,16.1377887726,0.99,31.230416,121.473701,"Shanghai,China",1017.22,55.61,1449684000
15171,Clear,16.1377887726,0.97,31.230416,121.473701,"Shanghai,China",1000.0,55.0,1449687600
15172,Clear,16.1377887726,1.0,31.230416,121.473701,"Shanghai,China",1000.0,54.2,1449691200
15173,Clear,16.1377887726,0.98,31.230416,121.473701,"Shanghai,China",1016.66,54.31,1449694800
15174,Clear,16.1377887726,0.99,31.230416,121.473701,"Shanghai,China",1000.0,54.2,1449698400
15175,Clear,16.1377887726,1.0,31.230416,121.473701,"Shanghai,China",1000.0,54.0,1449702000
15176,Overcast,16.1377887726,0.98,31.230416,121.473701,"Shanghai,China",1017.25,54.14,1449705600
15177,Clear,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1000.0,54.2,1449709200
15178,Clear,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1000.0,54.2,1449712800
15179,Foggy,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1016.51,54.19,1449716400
15180,Foggy,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1000.0,54.2,1449720000
15181,Clear,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1000.0,54.2,1449723600
15182,Overcast,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1014.51,53.91,1449727200
15183,Foggy,16.1377887726,0.93,31.230416,121.473701,"Shanghai,China",1000.0,54.0,1449730800
15184,Foggy,16.1377887726,0.93,31.230416,121.473701,"Shanghai,China",1000.0,54.0,1449734400
15185,Foggy,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1015.26,53.73,1449738000
15186,Clear,16.1377887726,0.93,31.230416,121.473701,"Shanghai,China",1000.0,54.0,1449741600
15187,Foggy,16.1377887726,0.93,31.230416,121.473701,"Shanghai,China",1000.0,54.0,1449745200
15188,Foggy,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1017.84,53.68,1449748800
15189,Foggy,16.1377887726,0.93,31.230416,121.473701,"Shanghai,China",1000.0,54.0,1449752400
15190,Clear,16.1377887726,0.93,31.230416,121.473701,"Shanghai,China",1000.0,54.0,1449756000
15191,Clear,16.1377887726,0.92,31.230416,121.473701,"Shanghai,China",1019.48,53.91,1449759600
15192,Clear,16.1377887726,0.46,31.230416,121.473701,"Shanghai,China",1000.0,36.0,1450281600
15193,Clear,16.1377887726,0.44,31.230416,121.473701,"Shanghai,China",1000.0,35.59,1450285200
15194,Clear,16.1377887726,0.44,31.230416,121.473701,"Shanghai,China",1032.98,33.99,1450288800
15195,Clear,16.1377887726,0.43,31.230416,121.473701,"Shanghai,China",1000.0,34.0,1450292400
15196,Clear,16.1377887726,0.44,31.230416,121.473701,"Shanghai,China",1000.0,34.0,1450296000
15197,Clear,16.1377887726,0.47,31.230416,121.473701,"Shanghai,China",1033.29,33.16,1450299600
15198,Clear,16.1377887726,0.52,31.230416,121.473701,"Shanghai,China",1000.0,32.0,1450303200
15199,Clear,16.1377887726,0.47,31.230416,121.473701,"Shanghai,China",1000.0,34.0,1450306800
15200,Clear,16.1377887726,0.47,31.230416,121.473701,"Shanghai,China",1035.22,35.26,1450310400
15201,Breezy,16.1377887726,0.38,31.230416,121.473701,"Shanghai,China",1000.0,37.41,1450314000
15202,Breezy,16.1377887726,0.34,31.230416,121.473701,"Shanghai,China",1000.0,39.41,1450317600
15203,Clear,16.1377887726,0.32,31.230416,121.473701,"Shanghai,China",1035.35,40.36,1450321200
15204,Clear,16.1377887726,0.27,31.230416,121.473701,"Shanghai,China",1000.0,41.41,1450324800
15205,Clear,16.1377887726,0.26,31.230416,121.473701,"Shanghai,China",1000.0,41.41,1450328400
15206,Clear,16.1377887726,0.29,31.230416,121.473701,"Shanghai,China",1033.68,40.72,1450332000
15207,Clear,16.1377887726,0.26,31.230416,121.473701,"Shanghai,China",1000.0,41.0,1450335600
15208,Clear,16.1377887726,0.3,31.230416,121.473701,"Shanghai,China",1000.0,39.0,1450339200
15209,Partly Cloudy,16.1377887726,0.37,31.230416,121.473701,"Shanghai,China",1034.16,37.13,1450342800
15210,Clear,16.1377887726,0.4,31.230416,121.473701,"Shanghai,China",1000.0,36.8,1450346400
15211,Clear,16.1377887726,0.43,31.230416,121.473701,"Shanghai,China",1000.0,35.59,1450350000
15212,Clear,16.1377887726,0.46,31.230416,121.473701,"Shanghai,China",1035.24,35.25,1450353600
15213,Clear,16.1377887726,0.48,31.230416,121.473701,"Shanghai,China",1000.0,34.0,1450357200
15214,Clear,16.1377887726,0.51,31.230416,121.473701,"Shanghai,China",1000.0,34.0,1450360800
15215,Clear,16.1377887726,0.57,31.230416,121.473701,"Shanghai,China",1035.31,33.26,1450364400
15216,Clear,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1000.0,52.0,1450886400
15217,Clear,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1000.0,52.0,1450890000
15218,Clear,16.1377887726,0.87,31.230416,121.473701,"Shanghai,China",1021.91,51.44,1450893600
15219,Clear,16.1377887726,0.92,31.230416,121.473701,"Shanghai,China",1000.0,50.41,1450897200
15220,Clear,16.1377887726,0.92,31.230416,121.473701,"Shanghai,China",1000.0,50.0,1450900800
15221,Clear,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1021.1,50.03,1450904400
15222,Clear,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1000.0,50.0,1450908000
15223,Clear,16.1377887726,0.8,31.230416,121.473701,"Shanghai,China",1000.0,52.0,1450911600
15224,Overcast,16.1377887726,0.81,31.230416,121.473701,"Shanghai,China",1022.85,51.44,1450915200
15225,Clear,16.1377887726,0.8,31.230416,121.473701,"Shanghai,China",1000.0,52.0,1450918800
15226,Clear,16.1377887726,0.78,31.230416,121.473701,"Shanghai,China",1000.0,52.0,1450922400
15227,Overcast,16.1377887726,0.85,31.230416,121.473701,"Shanghai,China",1023.39,50.58,1450926000
15228,Clear,16.1377887726,0.85,31.230416,121.473701,"Shanghai,China",1000.0,50.41,1450929600
15229,Clear,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1000.0,50.0,1450933200
15230,Overcast,16.1377887726,0.87,31.230416,121.473701,"Shanghai,China",1022.4,49.95,1450936800
15231,Clear,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1000.0,50.0,1450940400
15232,Clear,16.1377887726,0.92,31.230416,121.473701,"Shanghai,China",1000.0,48.41,1450944000
15233,Overcast,16.1377887726,0.92,31.230416,121.473701,"Shanghai,China",1023.71,48.08,1450947600
15234,Clear,16.1377887726,0.93,31.230416,121.473701,"Shanghai,China",1000.0,48.0,1450951200
15235,Clear,16.1377887726,0.92,31.230416,121.473701,"Shanghai,China",1000.0,48.0,1450954800
15236,Overcast,16.1377887726,0.93,31.230416,121.473701,"Shanghai,China",1025.36,47.68,1450958400
15237,Clear,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1000.0,47.59,1450962000
15238,Clear,16.1377887726,0.96,31.230416,121.473701,"Shanghai,China",1000.0,46.0,1450965600
15239,Foggy,16.1377887726,0.94,31.230416,121.473701,"Shanghai,China",1026.2,46.36,1450969200
15240,Clear,16.1377887726,0.74,31.230416,121.473701,"Shanghai,China",1000.0,44.59,1451491200
15241,Clear,16.1377887726,0.8,31.230416,121.473701,"Shanghai,China",1000.0,42.59,1451494800
15242,Foggy,16.1377887726,0.85,31.230416,121.473701,"Shanghai,China",1032.51,41.71,1451498400
15243,Foggy,16.1377887726,0.82,31.230416,121.473701,"Shanghai,China",1000.0,42.59,1451502000
15244,Foggy,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1000.0,41.0,1451505600
15245,Foggy,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1033.16,40.35,1451509200
15246,Foggy,16.1377887726,0.9,31.230416,121.473701,"Shanghai,China",1000.0,39.0,1451512800
15247,Foggy,16.1377887726,0.9,31.230416,121.473701,"Shanghai,China",1000.0,39.0,1451516400
15248,Foggy,16.1377887726,0.86,31.230416,121.473701,"Shanghai,China",1035.33,40.79,1451520000
15249,Foggy,16.1377887726,0.75,31.230416,121.473701,"Shanghai,China",1000.0,43.41,1451523600
15250,Clear,16.1377887726,0.61,31.230416,121.473701,"Shanghai,China",1000.0,46.41,1451527200
15251,Clear,16.1377887726,0.5,31.230416,121.473701,"Shanghai,China",1036.4,47.68,1451530800
15252,Clear,16.1377887726,0.43,31.230416,121.473701,"Shanghai,China",1000.0,49.59,1451534400
15253,Clear,16.1377887726,0.39,31.230416,121.473701,"Shanghai,China",1000.0,51.59,1451538000
15254,Clear,16.1377887726,0.45,31.230416,121.473701,"Shanghai,China",1034.48,49.22,1451541600
15255,Clear,16.1377887726,0.46,31.230416,121.473701,"Shanghai,China",1000.0,48.0,1451545200
15256,Clear,16.1377887726,0.5,31.230416,121.473701,"Shanghai,China",1000.0,46.0,1451548800
15257,Partly Cloudy,16.1377887726,0.54,31.230416,121.473701,"Shanghai,China",1034.98,44.77,1451552400
15258,Clear,16.1377887726,0.57,31.230416,121.473701,"Shanghai,China",1000.0,43.0,1451556000
15259,Clear,16.1377887726,0.61,31.230416,121.473701,"Shanghai,China",1000.0,43.0,1451559600
15260,Partly Cloudy,16.1377887726,0.7,31.230416,121.473701,"Shanghai,China",1035.77,42.93,1451563200
15261,Clear,16.1377887726,0.75,31.230416,121.473701,"Shanghai,China",1000.0,41.0,1451566800
15262,Clear,16.1377887726,0.7,31.230416,121.473701,"Shanghai,China",1000.0,41.0,1451570400
15263,Clear,16.1377887726,0.74,31.230416,121.473701,"Shanghai,China",1035.87,39.73,1451574000
15264,Mostly Cloudy,24.5399284363,0.83,-33.8688197,151.2092955,"Sydney,Australia",1015.5,72.23,1420030800
15265,Clear,24.5399284363,0.83,-33.8688197,151.2092955,"Sydney,Australia",1015.08,71.69,1420034400
15266,Clear,24.5399284363,0.73,-33.8688197,151.2092955,"Sydney,Australia",1014.4,73.0,1420038000
15267,Partly Cloudy,24.5399284363,0.82,-33.8688197,151.2092955,"Sydney,Australia",1013.9,70.82,1420041600
15268,Clear,24.5399284363,0.82,-33.8688197,151.2092955,"Sydney,Australia",1013.68,70.09,1420045200
15269,Clear,24.5399284363,0.76,-33.8688197,151.2092955,"Sydney,Australia",1013.7,72.0,1420048800
15270,Partly Cloudy,24.5399284363,0.84,-33.8688197,151.2092955,"Sydney,Australia",1014.18,69.67,1420052400
15271,Clear,24.5399284363,0.85,-33.8688197,151.2092955,"Sydney,Australia",1014.5,71.07,1420056000
15272,Clear,24.5399284363,0.64,-33.8688197,151.2092955,"Sydney,Australia",1014.6,77.0,1420059600
15273,Partly Cloudy,24.5399284363,0.68,-33.8688197,151.2092955,"Sydney,Australia",1014.48,76.71,1420063200
15274,Clear,24.5399284363,0.6,-33.8688197,151.2092955,"Sydney,Australia",1014.05,79.92,1420066800
15275,Clear,24.5399284363,0.51,-33.8688197,151.2092955,"Sydney,Australia",1013.2,84.0,1420070400
15276,Partly Cloudy,24.5399284363,0.6,-33.8688197,151.2092955,"Sydney,Australia",1013.23,82.15,1420074000
15277,Clear,24.5399284363,0.6,-33.8688197,151.2092955,"Sydney,Australia",1012.43,82.55,1420077600
15278,Clear,24.5399284363,0.59,-33.8688197,151.2092955,"Sydney,Australia",1011.6,84.0,1420081200
15279,Partly Cloudy,24.5399284363,0.63,-33.8688197,151.2092955,"Sydney,Australia",1011.31,83.48,1420084800
15280,Clear,24.5399284363,0.68,-33.8688197,151.2092955,"Sydney,Australia",1010.95,82.16,1420088400
15281,Clear,24.5399284363,0.67,-33.8688197,151.2092955,"Sydney,Australia",1010.5,82.0,1420092000
15282,Mostly Cloudy,24.5399284363,0.74,-33.8688197,151.2092955,"Sydney,Australia",1010.91,79.89,1420095600
15283,Clear,24.5399284363,0.77,-33.8688197,151.2092955,"Sydney,Australia",1011.48,78.82,1420099200
15284,Clear,24.5399284363,0.79,-33.8688197,151.2092955,"Sydney,Australia",1012.0,79.0,1420102800
15285,Mostly Cloudy,24.5399284363,0.86,-33.8688197,151.2092955,"Sydney,Australia",1012.98,76.37,1420106400
15286,Clear,24.5399284363,0.88,-33.8688197,151.2092955,"Sydney,Australia",1013.85,76.13,1420110000
15287,Clear,24.5399284363,0.9,-33.8688197,151.2092955,"Sydney,Australia",1015.0,75.0,1420113600
15288,Partly Cloudy,24.5399284363,0.71,-33.8688197,151.2092955,"Sydney,Australia",1018.08,73.77,1420635600
15289,Clear,24.5399284363,0.73,-33.8688197,151.2092955,"Sydney,Australia",1017.28,72.36,1420639200
15290,Clear,24.5399284363,0.73,-33.8688197,151.2092955,"Sydney,Australia",1016.7,72.0,1420642800
15291,Partly Cloudy,24.5399284363,0.8,-33.8688197,151.2092955,"Sydney,Australia",1016.1,70.24,1420646400
15292,Clear,24.5399284363,0.81,-33.8688197,151.2092955,"Sydney,Australia",1016.0,70.08,1420650000
15293,Clear,24.5399284363,0.73,-33.8688197,151.2092955,"Sydney,Australia",1016.1,72.0,1420653600
15294,Partly Cloudy,24.5399284363,0.82,-33.8688197,151.2092955,"Sydney,Australia",1016.2,70.12,1420657200
15295,Clear,24.5399284363,0.79,-33.8688197,151.2092955,"Sydney,Australia",1016.28,71.14,1420660800
15296,Clear,24.5399284363,0.62,-33.8688197,151.2092955,"Sydney,Australia",1016.5,77.0,1420664400
15297,Partly Cloudy,24.5399284363,0.56,-33.8688197,151.2092955,"Sydney,Australia",1016.1,78.3,1420668000
15298,Clear,24.5399284363,0.53,-33.8688197,151.2092955,"Sydney,Australia",1015.48,79.88,1420671600
15299,Clear,24.5399284363,0.47,-33.8688197,151.2092955,"Sydney,Australia",1014.6,81.0,1420675200
15300,Partly Cloudy,24.5399284363,0.55,-33.8688197,151.2092955,"Sydney,Australia",1014.03,78.92,1420678800
15301,Clear,24.5399284363,0.52,-33.8688197,151.2092955,"Sydney,Australia",1013.03,81.74,1420682400
15302,Clear,24.5399284363,0.43,-33.8688197,151.2092955,"Sydney,Australia",1012.2,86.0,1420686000
15303,Partly Cloudy,24.5399284363,0.53,-33.8688197,151.2092955,"Sydney,Australia",1011.63,82.29,1420689600
15304,Clear,24.5399284363,0.58,-33.8688197,151.2092955,"Sydney,Australia",1010.73,81.09,1420693200
15305,Windy,24.5399284363,0.56,-33.8688197,151.2092955,"Sydney,Australia",1009.5,81.0,1420696800
15306,Partly Cloudy,24.5399284363,0.62,-33.8688197,151.2092955,"Sydney,Australia",1009.85,79.39,1420700400
15307,Clear,24.5399284363,0.62,-33.8688197,151.2092955,"Sydney,Australia",1009.93,78.19,1420704000
15308,Windy,24.5399284363,0.69,-33.8688197,151.2092955,"Sydney,Australia",1009.8,77.0,1420707600
15309,Partly Cloudy,24.5399284363,0.74,-33.8688197,151.2092955,"Sydney,Australia",1010.05,75.23,1420711200
15310,Clear,24.5399284363,0.75,-33.8688197,151.2092955,"Sydney,Australia",1010.45,74.84,1420714800
15311,Clear,24.5399284363,0.74,-33.8688197,151.2092955,"Sydney,Australia",1010.5,75.0,1420718400
15312,Partly Cloudy,24.5399284363,0.57,-33.8688197,151.2092955,"Sydney,Australia",1001.18,76.23,1421240400
15313,Clear,24.5399284363,0.61,-33.8688197,151.2092955,"Sydney,Australia",1001.13,74.68,1421244000
15314,Clear,24.5399284363,0.58,-33.8688197,151.2092955,"Sydney,Australia",1000.9,75.0,1421247600
15315,Partly Cloudy,24.5399284363,0.62,-33.8688197,151.2092955,"Sydney,Australia",1000.88,73.49,1421251200
15316,Clear,24.5399284363,0.64,-33.8688197,151.2092955,"Sydney,Australia",1000.7,72.49,1421254800
15317,Clear,24.5399284363,0.59,-33.8688197,151.2092955,"Sydney,Australia",1001.1,72.0,1421258400
15318,Partly Cloudy,24.5399284363,0.6,-33.8688197,151.2092955,"Sydney,Australia",1001.98,71.88,1421262000
15319,Clear,24.5399284363,0.6,-33.8688197,151.2092955,"Sydney,Australia",1002.98,73.07,1421265600
15320,Clear,24.5399284363,0.54,-33.8688197,151.2092955,"Sydney,Australia",1003.7,75.0,1421269200
15321,Partly Cloudy,24.5399284363,0.48,-33.8688197,151.2092955,"Sydney,Australia",1004.0,78.84,1421272800
15322,Clear,24.5399284363,0.5,-33.8688197,151.2092955,"Sydney,Australia",1004.3,79.65,1421276400
15323,Clear,24.5399284363,0.58,-33.8688197,151.2092955,"Sydney,Australia",1004.8,79.0,1421280000
15324,Partly Cloudy,24.5399284363,0.56,-33.8688197,151.2092955,"Sydney,Australia",1004.67,81.31,1421283600
15325,Clear,24.5399284363,0.56,-33.8688197,151.2092955,"Sydney,Australia",1004.85,79.75,1421287200
15326,Clear,24.5399284363,0.58,-33.8688197,151.2092955,"Sydney,Australia",1004.6,77.0,1421290800
15327,Partly Cloudy,24.5399284363,0.56,-33.8688197,151.2092955,"Sydney,Australia",1004.22,77.23,1421294400
15328,Clear,24.5399284363,0.6,-33.8688197,151.2092955,"Sydney,Australia",1004.05,76.19,1421298000
15329,Clear,24.5399284363,0.58,-33.8688197,151.2092955,"Sydney,Australia",1004.1,77.0,1421301600
15330,Partly Cloudy,24.5399284363,0.63,-33.8688197,151.2092955,"Sydney,Australia",1004.4,75.65,1421305200
15331,Clear,24.5399284363,0.68,-33.8688197,151.2092955,"Sydney,Australia",1005.2,74.84,1421308800
15332,Clear,24.5399284363,0.71,-33.8688197,151.2092955,"Sydney,Australia",1006.0,73.0,1421312400
15333,Mostly Cloudy,24.5399284363,0.7,-33.8688197,151.2092955,"Sydney,Australia",1006.92,73.65,1421316000
15334,Clear,24.5399284363,0.69,-33.8688197,151.2092955,"Sydney,Australia",1007.32,73.65,1421319600
15335,Clear,24.5399284363,0.73,-33.8688197,151.2092955,"Sydney,Australia",1007.5,73.0,1421323200
15336,Partly Cloudy,24.5399284363,0.8,-33.8688197,151.2092955,"Sydney,Australia",1014.3,75.0,1421845200
15337,Clear,24.5399284363,0.8,-33.8688197,151.2092955,"Sydney,Australia",1013.9,73.88,1421848800
15338,Clear,24.5399284363,0.79,-33.8688197,151.2092955,"Sydney,Australia",1013.4,75.0,1421852400
15339,Partly Cloudy,24.5399284363,0.88,-33.8688197,151.2092955,"Sydney,Australia",1013.08,72.52,1421856000
15340,Clear,24.5399284363,0.86,-33.8688197,151.2092955,"Sydney,Australia",1012.78,72.52,1421859600
15341,Clear,24.5399284363,0.84,-33.8688197,151.2092955,"Sydney,Australia",1012.8,73.0,1421863200
15342,Partly Cloudy,24.5399284363,0.88,-33.8688197,151.2092955,"Sydney,Australia",1013.2,71.85,1421866800
15343,Clear,24.5399284363,0.86,-33.8688197,151.2092955,"Sydney,Australia",1013.42,72.98,1421870400
15344,Clear,24.5399284363,0.79,-33.8688197,151.2092955,"Sydney,Australia",1014.2,75.0,1421874000
15345,Mostly Cloudy,24.5399284363,0.65,-33.8688197,151.2092955,"Sydney,Australia",1014.5,79.17,1421877600
15346,Clear,24.5399284363,0.59,-33.8688197,151.2092955,"Sydney,Australia",1014.4,79.88,1421881200
15347,Clear,24.5399284363,0.56,-33.8688197,151.2092955,"Sydney,Australia",1014.2,81.0,1421884800
15348,Partly Cloudy,24.5399284363,0.55,-33.8688197,151.2092955,"Sydney,Australia",1013.85,81.23,1421888400
15349,Clear,24.5399284363,0.55,-33.8688197,151.2092955,"Sydney,Australia",1013.05,82.0,1421892000
15350,Clear,24.5399284363,0.53,-33.8688197,151.2092955,"Sydney,Australia",1012.5,82.0,1421895600
15351,Partly Cloudy,24.5399284363,0.56,-33.8688197,151.2092955,"Sydney,Australia",1012.05,82.0,1421899200
15352,Clear,24.5399284363,0.61,-33.8688197,151.2092955,"Sydney,Australia",1011.65,81.0,1421902800
15353,Clear,24.5399284363,0.6,-33.8688197,151.2092955,"Sydney,Australia",1011.3,81.0,1421906400
15354,Mostly Cloudy,24.5399284363,0.66,-33.8688197,151.2092955,"Sydney,Australia",1010.62,79.39,1421910000
15355,Clear,24.5399284363,0.81,-33.8688197,151.2092955,"Sydney,Australia",1011.0,76.19,1421913600
15356,Clear,24.5399284363,0.74,-33.8688197,151.2092955,"Sydney,Australia",1011.5,77.0,1421917200
15357,Mostly Cloudy,24.5399284363,0.81,-33.8688197,151.2092955,"Sydney,Australia",1012.12,75.23,1421920800
15358,Clear,24.5399284363,0.81,-33.8688197,151.2092955,"Sydney,Australia",1012.58,75.23,1421924400
15359,Clear,24.5399284363,0.79,-33.8688197,151.2092955,"Sydney,Australia",1012.3,77.0,1421928000
15360,Partly Cloudy,24.5399284363,0.79,-33.8688197,151.2092955,"Sydney,Australia",1013.2,62.46,1422450000
15361,Clear,24.5399284363,0.82,-33.8688197,151.2092955,"Sydney,Australia",1013.02,61.26,1422453600
15362,Clear,24.5399284363,0.75,-33.8688197,151.2092955,"Sydney,Australia",1012.6,63.0,1422457200
15363,Partly Cloudy,24.5399284363,0.81,-33.8688197,151.2092955,"Sydney,Australia",1012.0,60.26,1422460800
15364,Clear,24.5399284363,0.83,-33.8688197,151.2092955,"Sydney,Australia",1011.7,59.46,1422464400
15365,Clear,24.5399284363,0.67,-33.8688197,151.2092955,"Sydney,Australia",1011.5,61.0,1422468000
15366,Partly Cloudy,24.5399284363,0.79,-33.8688197,151.2092955,"Sydney,Australia",1011.82,58.81,1422471600
15367,Clear,24.5399284363,0.78,-33.8688197,151.2092955,"Sydney,Australia",1012.42,59.62,1422475200
15368,Breezy,24.5399284363,0.6,-33.8688197,151.2092955,"Sydney,Australia",1012.8,64.0,1422478800
15369,Partly Cloudy,24.5399284363,0.54,-33.8688197,151.2092955,"Sydney,Australia",1012.88,65.84,1422482400
15370,Clear,24.5399284363,0.48,-33.8688197,151.2092955,"Sydney,Australia",1012.75,67.84,1422486000
15371,Breezy,24.5399284363,0.49,-33.8688197,151.2092955,"Sydney,Australia",1012.7,68.0,1422489600
15372,Windy and Partly Cloudy,24.5399284363,0.41,-33.8688197,151.2092955,"Sydney,Australia",1012.22,73.08,1422493200
